,0
1074,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1075,"1.00 1/6/2020 4/17/2020SO 421 02 Adv Research Meth & Data Analysis Munir, Shaheen S. 7/8 Full"
1076,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1077,"1.00 1/6/2020 4/17/2020SO 421 03 Adv Research Meth & Data Analysis Reiher, Todd C. 8/8 Open"
1078,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1079,"1.00 1/6/2020 4/17/2020SO 422 01 Qualitative Research Methods Sundblad, Daniel R. 13/20 Open"
1080,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1081,"1.00 1/6/2020 4/17/2020SO 422 01 R Qualitative Research Methods Sundblad, Daniel R. 0/1 Full"
1082,"1.00 1/6/2020 4/17/2020SO 460 01 R Perspectives in Sociology Sundblad, Daniel R. 0/3 Full"
1083,"1.00 1/6/2020 4/17/2020SP 104 01 Elementary Spanish I Cleveland, Susan N. 0/25 Waitlisted"
1084,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1085,"1.00 1/6/2020 4/17/2020SP 106 01 Elementary Spanish II Cleveland, Susan N. 3/25 Open"
1086,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1087,"1.00 1/6/2020 4/17/2020SP 204 01 Intermediate Spanish I Dobrila, Elena P. 11/20 Open"
1088,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1089,"1.00 1/6/2020 4/17/2020SP 206 01 Intermediate Spanish II Ramirez Martinez, Marta 12/20 Open"
1090,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1091,"1.00 1/6/2020 4/17/2020SP 206 02 Intermediate Spanish II Ramirez Martinez, Marta 14/20 Open"
1092,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1093,"1.00 1/6/2020 4/17/2020SP 304 01 Spanish Tutoring Montgomery, Zak K. 15/20 Open"
1094,"0.50 1/6/2020 4/17/2020SP 306 01 Spanish for Heritage Speakers Montgomery, Zak K. 11/20 Open"
1095,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1096,"1.00 1/6/2020 4/17/2020SP 316 01 Hispanic Women Montgomery, Zak K. 0/20 Full"
1097,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1098,"1.00 1/6/2020 4/17/2020SP 326 01 Spanish Phonetics and Pronunciation Ramirez Martinez, Marta 0/20 Full"
1099,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1100,"1.00 1/6/2020 4/17/2020SP 371 01 N Internship Lipman Family Farms Montgomery, Zak K. 0/1 Full"
1101,"3.00 1/6/2020 4/17/2020SP 461 01 R Perspectives in Hispanic Culture Montgomery, Zak K. 0/3 Full"
1102,"1.00 1/6/2020 4/17/2020SW 101 01 Intro Social Work & Social Welfare Peters, Arthur Lynn 2/25 Open"
1103,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Old Main, CLASSROOM"
1104,"1.00 1/6/2020 4/17/2020SW 202 01 Group and Organizational Behavior Peters, Arthur Lynn 3/30 Open"
1105,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Old Main, CLASSROOM"
1106,"1.00 1/6/2020 4/17/2020SW 250 01 Current Topics in Social Work Pract:Mental Health/Trauma Informed Care Haberman-Foelske, Kathryn S. Faux, Tamara L. 9/25 Open"
1107,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Classroom Technology Center, Classroom"
1108,"1.00 1/6/2020 4/17/2020SW 250 01 R Current Topics in Social Work Pract Faux, Tamara L. 1/1 Open"
1109,"0.25 1/6/2020 4/17/2020SW 300 01 Social Policy Peters, Arthur Lynn 3/20 Open"
1110,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Old Main, CLASSROOM"
1111,"1.00 1/6/2020 4/17/2020SW 301 01 Social Work Practice I Faux, Tamara L. 10/25 Open"
1112,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Old Main, CLASSROOM"
1113,"1.00 1/6/2020 4/17/2020SW 400 01 Senior Integrative Seminar Faux, Tamara L. 14/20 Open"
1114,"F 1:15 PM-4:15 PM; Wartburg College Campus, Old Main, CLASSROOM"
1115,"1.00 1/6/2020 4/17/2020SW 400 02 W Senior Integrative Seminar Vogen, Jenna Rose Faux, Tamara L. 8/15 Open"
1116,"1.00 1/6/2020 4/17/2020SW 401 01 Supervised Field Instruction Faux, Tamara L. 14/20 Open"
1117,"F 12:00 PM-1:05 PM; Wartburg College Campus, Old Main, CLASSROOM"
1118,"1.00 1/6/2020 4/17/2020SW 401 02 W Supervised Field Instruction Vogen, Jenna Rose 8/15 Open"
1119,"1.00 1/6/2020 4/17/2020SW 402 01 Supervised Field Instruction Faux, Tamara L. 14/20 Open"
1120,"1.00 1/6/2020 4/17/2020SW 402 02 W Supervised Field Instruction Vogen, Jenna Rose 8/15 Open"
1121,"1.00 1/6/2020 4/17/2020SW 403 01 Supervised Field Instruction Faux, Tamara L. 14/20 Open"
1122,"1.00 1/6/2020 4/17/2020SW 403 02 W Supervised Field Instruction Vogen, Jenna Rose 8/15 Open"
1123,1.00 1/6/2020 4/17/2020VE 999 01 V Venture Ed: Spain 0/6 Full
1124,4.00 1/6/2020 4/17/2020VE 999 02 V Venture Ed: Costa Rica 2/3 Open
1125,4.00 1/6/2020 4/17/2020VE 999 03 V Venture Ed: Japan 0/1 Full
1126,"4.00 1/6/2020 4/17/2020WS 282 01 Women in Early World History Barnhouse, Lucy C. 23/25 Open"
1127,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1128,"1.00 1/6/2020 4/17/2020WW 999 01 W Wartburg West Lorenz, Gregory F. 20/20 Open"
1129,"2.00 1/6/2020 4/17/2020BI 355 20 Biomechanics of Human Movement Dietz Parsons, Patricia R. 28/30 Open"
1130,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1131,"0.50 2/19/2020 4/17/2020COM 112 20 Oral Communication Ohrt, Pamela J. 0/22 Full"
1132,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, McElroy Center, Classroom"
1133,"0.50 2/19/2020 4/17/2020ED 173 20 Field Experience in ESL Rod Szabo, Maryam 10/15 Open"
1134,"0.00 2/19/2020 4/17/2020ED 224 20 Teaching PE/Health in Elem School TBA, TBA TBA 4/25 Open"
1135,"W 6:30 PM-9:30 PM; Wartburg College Campus, Old Main, Classroom"
1136,"0.50 2/19/2020 4/17/2020ED 473 20 Methods and Pedagogy in PreK-12 ESL Rod Szabo, Maryam TeKippe, Stephanie S. 10/15 Open"
1137,Online;
1138,"1.00 2/19/2020 4/17/2020HE 244 20 Coaching Authorization Foster, Dana A. 4/30 Open"
1139,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Old Main, Classroom"
1140,"0.50 2/19/2020 4/17/2020LS 111 20 Professional Business Career Prep Gonnerman, Melvin E. Jr 0/22 Full"
1141,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Whitehouse Business Center, COMPUTER ROOM"
1142,"0.50 2/19/2020 4/17/2020MA 252 20 Foundational Integral Calculus Becker, Joy L. 0/34 Full"
1143,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, Science Center, Classroom"
1144,"0.50 2/19/2020 4/17/2020MA 252 21 Foundational Integral Calculus Allen, Cristian G. 6/34 Open"
1145,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Science Center, Classroom"
1146,"0.50 2/19/2020 4/17/2020MU 129 20 Inst Meth:Flute,Clarinet,Saxophone Scheffel, Richard 1/12 Open"
1147,"MW 2:30 PM-3:20 PM; Wartburg College Campus, Fine Arts Center, Classroom"
1148,"0.25 2/19/2020 4/17/2020MU 135 20 Inst Methods:Trombone, Tuba Mackey, Bard 4/12 Open"
1149,"TH 7:45 AM-8:35 AM; Wartburg College Campus, Fine Arts Center, Band Hall"
1150,"0.25 2/19/2020 4/17/2020MU 136 20 Inst Methods:Mallets Frost, Ryan J. 0/10 Full"
1151,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
1152,"0.25 2/19/2020 4/17/2020MU 139 20 Inst Methods:Cello, Bass Jensen, Lauren E. 0/10 Full"
1153,"W 7:00 PM-8:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
1154,"0.25 2/19/2020 4/17/2020MU 230 20 Voice Pedagogy II Larson, Jennifer J. 12/20 Open"
1155,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
1156,"0.50 2/19/2020 4/17/2020MU 410 20 Current Issues in Music Therapy Woodward, Alpha M. 9/20 Open"
1157,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
1158,"0.50 2/19/2020 4/17/2020PE 100 21 Lifetime Wellness Tschetter, Matthew A. TBA, TBA TBA 6/25 Open"
1159,"MW 9:00 AM-10:05 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1160,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1161,"0.50 2/19/2020 4/17/2020PE 100 23 Lifetime Wellness Tschetter, Matthew A. TBA, TBA TBA 0/25 Full"
1162,"MW 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1163,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1164,"0.50 2/19/2020 4/17/2020PE 100 24 Lifetime Wellness Toohey, Patrick M. TBA, TBA TBA 1/25 Open"
1165,"MW 1:15 PM-2:20 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1166,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1167,"0.50 2/19/2020 4/17/2020PE 353 20 Tests and Measurement Callahan, Ryan 12/25 Open"
1168,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, DIVIDABLE CLASSROOM"
1169,"0.50 2/19/2020 4/17/2020PE 355 20 Biomechanics of Human Movement Dietz Parsons, Patricia R. 20/30 Open"
1170,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1171,"0.50 2/19/2020 4/17/2020PE 356 20 Strength and Conditioning Toohey, Patrick M. 15/25 Open"
1172,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1173,"0.50 2/19/2020 4/17/2020PJ 461 20 Research in Peace and Justice Schenkewitz, Kyle A. 20/25 Open"
1174,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1175,"0.50 2/19/2020 4/17/2020PSY 211 20 Adolescent Development Munir, Shaheen S. 20/30 Open"
1176,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1177,"0.50 2/19/2020 4/17/2020PSY 470 20 Perspective in Psych II Reiher, Todd C. 0/15 Full"
1178,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1179,"0.50 2/19/2020 4/17/2020SCH 115 20 Opportunities Seminar Zart, Leilani 8/25 Open"
1180,"W 6:30 PM-8:10 PM; Wartburg College Campus, Science Center, Classroom"
1181,"0.25 2/19/2020 4/17/2020COM 112 10 Oral Communication Pier, Penni M. 0/22 Full"
1182,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, McElroy Center, Classroom"
1183,"0.50 1/6/2020 2/18/2020COM 112 11 Oral Communication Ohrt, Pamela J. 0/22 Full"
1184,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, McElroy Center, Classroom"
1185,"0.50 1/6/2020 2/18/2020COM 112 12 Oral Communication Pier, Penni M. 0/22 Waitlisted"
1186,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, McElroy Center, Classroom"
1187,"0.50 1/6/2020 2/18/2020HE 243 10 Sport Psychology Pins, Tiffany A. 0/30 Full"
1188,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, DIVIDABLE CLASSROOM"
1189,"0.50 1/6/2020 2/18/2020LS 111 10 Professional Business Career Prep Gonnerman, Melvin E. Jr 0/22 Full"
1190,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Whitehouse Business Center, COMPUTER ROOM"
1191,"0.50 1/6/2020 2/18/2020MA 251 10 Foundational Differential Calculus Becker, Joy L. 0/34 Full"
1192,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, Science Center, Classroom"
1193,"0.50 1/6/2020 2/18/2020MA 251 11 Foundational Differential Calculus Allen, Cristian G. 7/34 Open"
1194,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Science Center, Classroom"
1195,"0.50 1/6/2020 2/18/2020MU 133 10 Inst Methods:Oboe, Bassoon Morton, Robert Gregory 0/8 Full"
1196,"H 1:00 PM-2:30 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
1197,"0.25 1/6/2020 2/18/2020MU 134 10 Inst Meth:Trumpet, French Horn Vaux, James 0/12 Full"
1198,"MW 2:30 PM-3:20 PM; Wartburg College Campus, Fine Arts Center, Classroom"
1199,"0.25 1/6/2020 2/18/2020MU 137 10 Inst Methods: Drums Frost, Ryan J. 0/10 Full"
1200,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
1201,"0.25 1/6/2020 2/18/2020MU 138 10 Inst Methods:Violin, Viola Stapleton, Samuel J. 0/12 Full"
1202,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
1203,"0.25 1/6/2020 2/18/2020MU 229 10 Voice Pedagogy I Larson, Jennifer J. 0/20 Full"
1204,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
1205,"0.50 1/6/2020 2/18/2020MU 409 10 Contemporary Issues:Music Education Toliver, Nicki L. Muntefering, Scott 2/20 Open"
1206,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
1207,"0.50 1/6/2020 2/18/2020PE 100 10 Lifetime Wellness Walker, Jennifer L. TBA, TBA TBA 0/25 Full"
1208,"MW 7:45 AM-8:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1209,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1210,"0.50 1/6/2020 2/18/2020PE 100 11 Lifetime Wellness Dolly, Alexander W. TBA, TBA TBA 0/25 Full"
1211,"MW 9:00 AM-10:05 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1212,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1213,"0.50 1/6/2020 2/18/2020PE 100 12 Lifetime Wellness Dietz Parsons, Patricia R. TBA, TBA TBA 2/25 Open"
1214,"MW 10:45 AM-11:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1215,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1216,"0.50 1/6/2020 2/18/2020PE 100 14 Lifetime Wellness Dolly, Alexander W. TBA, TBA TBA 0/25 Full"
1217,"MW 1:15 PM-2:20 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1218,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
1219,"0.50 1/6/2020 2/18/2020PE 351 10 Kinesiology Drees, Daniel J. 0/25 Full"
1220,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, DIVIDABLE CLASSROOM"
1221,"0.50 1/6/2020 2/18/2020PE 354 10 Adaptive PE & Fitness Sinram, Michael H. 12/25 Open"
1222,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
1223,"0.50 1/6/2020 2/18/2020PE 458 10 Fitness Management Seminar Chapman, Rachael M. 19/25 Open"
1224,"0.50 1/6/2020 2/18/2020PJ 460 10 Building Peace and Justice Schenkewitz, Kyle A. 20/25 Open"
1225,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1226,"0.50 1/6/2020 2/18/2020PSY 210 10 Child Development Munir, Shaheen S. 20/30 Open"
1227,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1228,"0.50 1/6/2020 2/18/2020PSY 270 10 Perspectives in Psychology I Bane, Cynthia M.H. 0/15 Full"
1229,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1230,"0.50 1/6/2020 2/18/2020SCH 115 10 Opportunities Seminar Zart, Leilani 11/25 Open"
1231,"M 6:30 PM-8:10 PM; Wartburg College Campus, Science Center, Classroom"
1232,0.25 1/6/2020 2/18/2020
